Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
GTM,0.0,0.051615778,0.0,0.0,0.013746238000000001,0.046949782999999995,0.0,0.0,0.645883891,0.021802809,0.061856277,0.010592621000000002,0.004584629000000001,0.040244152000000005,0.008811914,0.45567794100000003,0.028040923,0.033176182,0.089232188,0.0027552540000000004,0.004108918,0.101887789,0.009355432,0.014449148,0.016410708,0.008591418,0.01162846,0.021363061000000003
GUM,0.0,0.0,0.159060454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120489438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6268888979999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HND,0.018315544,0.0,0.0,1.410876339,0.5169381,0.059332191,0.026175832000000003,0.0,31.9286158,0.108167314,0.0,0.065751706,0.034126624,0.030438566,0.0,0.02363903,0.011608466999999999,0.017083068,0.187609661,0.022003144,0.38487960200000004,0.086403214,0.00228913,0.0,0.008740785,0.0,0.00231353,0.029411215
HRV,0.0,0.001830254,0.0,0.0,0.002014198,0.003912879,0.0,0.0,0.0,0.0019451960000000002,0.0,0.0,0.0,0.0,0.0,0.003932006,0.0,0.0,0.00188558,0.0019492779999999998,0.001942895,0.0,0.0,0.0,0.0038907629999999998,0.0018627020000000002,0.0,0.0
HTI,0.0,0.0,0.0,0.014936478999999999,0.0,0.0,0.095633464,0.0,0.215789922,0.015955966999999998,0.018368814,0.029931032000000003,0.042667696,0.0735362,2.960715425,0.086559241,0.018142601,0.18389598100000001,0.779050976,0.023555005,70.52376195,0.040903219,0.062103063,0.006810595,0.01362965,0.012490931,0.665356738,0.035114968999999996
HUN,0.0,0.0,0.0,0.0,0.0,0.0,0.001418341,0.0,0.0,0.061809624,0.000736178,0.000754423,0.0,0.005184795,0.0,0.00295864,0.003760851,0.0,0.0,0.0,0.000765633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDN,0.017082643999999998,0.012915662,0.196741163,0.0100271,0.045563524,0.017204163,0.021958191000000002,0.001552284,0.002768178,0.0035821990000000003,0.033054265,0.040744241,0.017265698,0.031598445,10.16839557,0.081073277,0.48680131,0.045779266,0.008677967,0.09757540599999999,0.08401692,0.0083297,0.005839486999999999,0.011002709,0.015317721999999999,0.003367877,0.011773498,0.0063959590000000005
IND,0.024705815,0.030987438,0.010554973999999998,0.131920814,0.026042405,0.028108404,0.033660611,0.027998299,0.066754036,0.124086774,0.025486367000000003,0.235247344,0.010109596,0.00733861,0.20855906600000002,0.043682350999999994,0.015917583,0.023329517999999997,0.019412573,0.018182388,0.010694988,0.008770145,0.0035365809999999996,0.068948811,0.009064289,0.011607983,0.00821994,0.01997276
IRL,0.00638854,0.0,0.0,0.009513882,0.0,0.0,0.0063582230000000005,0.0,0.003177761,0.006298864,0.0031828670000000002,0.0,0.0,0.0,0.0,0.007065478,0.0,0.0,0.0,0.0,0.0,0.007045226999999999,0.0,0.0,0.003413325,0.00336018,0.0,0.0
IRN,12.52354725,0.139835562,0.025227448,0.30188092,0.020040816,0.01023489,0.022014621,1.039282745,0.078771565,0.037504247000000004,0.005058722,0.240302039,0.10025540599999999,8.270357807,0.23079848600000002,0.235636536,0.024934877999999997,0.0073054009999999996,0.017227678,0.0,0.005654345,0.000556299,0.088999311,0.018678114,0.004805887,0.016637203,0.00105852,0.222346498
IRQ,0.0,0.014211833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012385911999999999,0.0,0.00356095,0.0014829770000000001,0.0,0.00460586,0.003860863,0.008632464,0.0,0.040555692000000004,0.0,0.006579255
ISL,0.0,0.05655994599999999,0.0,0.0,0.055243072000000004,1.881889119,0.0,0.0,0.0,0.11137546699999999,0.0,0.0,0.0,0.0,0.055956487,0.0,0.05529850099999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04538042
ISR,0.0,0.016039331,0.0,0.0,0.0,0.0,0.0,0.04725313,0.0,0.005380846999999999,0.007937049,0.005272456,0.005100105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050267490000000005,0.0,0.0,0.009475542,0.0,0.0,0.0,0.0
